,맥주,년,평점
1075,Victoria Bitter, 2020,1.77
1076,Volfas Engelman Grünberger Hefeweizen, 2018,3.05
1077,Volfas Engelman Grünberger Hefeweizen, 2020,3.1999999999999997
1078,Warsteiner Premium Verum, 2000,3.0777777777777775
1079,Warsteiner Premium Verum, 2001,3.0886792452830187
1080,Warsteiner Premium Verum, 2002,2.9223021582733812
1081,Warsteiner Premium Verum, 2003,2.8402985074626868
1082,Warsteiner Premium Verum, 2004,2.7929577464788733
1083,Warsteiner Premium Verum, 2005,2.565359477124183
1084,Warsteiner Premium Verum, 2006,2.7588652482269502
1085,Warsteiner Premium Verum, 2007,2.6319371727748693
1086,Warsteiner Premium Verum, 2008,2.6850267379679145
1087,Warsteiner Premium Verum, 2009,2.6
1088,Warsteiner Premium Verum, 2010,2.6737373737373735
1089,Warsteiner Premium Verum, 2011,2.6322314049586777
1090,Warsteiner Premium Verum, 2012,2.731372549019608
1091,Warsteiner Premium Verum, 2013,2.670588235294118
1092,Warsteiner Premium Verum, 2014,2.726543209876543
1093,Warsteiner Premium Verum, 2015,2.689928057553957
1094,Warsteiner Premium Verum, 2016,2.656
1095,Warsteiner Premium Verum, 2017,2.681318681318681
1096,Warsteiner Premium Verum, 2018,2.6083333333333334
1097,Warsteiner Premium Verum, 2019,2.833962264150943
1098,Warsteiner Premium Verum, 2020,3.0277777777777777
1099,Warsteiner Premium Verum, 2021,3.05
